56290,39619,1267819,1267819
134694,39619,1267819,1267819
24067,39619,1267819,1267819
101381,39619,1267819,1267819
83731,39619,1267819,1267819
105510,39619,1267819,1267819
133070,39619,1267819,1267819
116508,39619,1267819,1267819
82903,39619,1267819,1267819
21735,39619,1267819,1267819
51460,39619,1267818,1267818
9579,39619,1267818,1267818
42377,39619,1267818,1267818
139748,39619,1267818,1267818
97899,39619,1267818,1267818
129297,39619,1267818,1267818
42258,39619,1267818,1267818
117455,39619,1267818,1267818
51656,39619,1267818,1267818
119191,39619,1267818,1267818
116998,39619,1267818,1267818
51877,39619,1267818,1267818
48762,39619,1267818,1267818
52363,39619,1267818,1267818
40552,39619,1267818,1267818
101908,39619,1267818,1267818
81373,39619,1267818,1267818
89275,39619,1267818,1267818
70989,39619,1267818,1267818
25401,39619,1267818,1267818
128827,39619,1267818,1267818
134807,39619,1267818,1267818
74304,39619,1267818,1267818
114916,39619,1267818,1267818
107004,39619,1267818,1267818
101091,39619,1267818,1267818
76110,39619,1267818,1267818
88240,39619,1267818,1267818
111989,39619,1267818,1267818
14537,39619,1267818,1267818
70036,39619,1267818,1267818
80597,39619,1267818,1267818
105496,39619,1267818,1267818
139681,39619,1267818,1267818
96665,39619,1267818,1267818
26475,39619,1267818,1267818
7378,39619,1267818,1267818
144716,39619,1267818,1267818
141907,39619,1267818,1267818
107316,39619,1267817,1267817
10898,39619,1267817,1267817
104504,39619,1267817,1267817
88654,39619,1267817,1267817
146033,39619,1267817,1267817
34071,39619,1267817,1267817
145612,39619,1267817,1267817
120380,39619,1267817,1267817
80892,39619,1267817,1267817
48831,39619,1267817,1267817
128021,39619,1267817,1267817
83044,39619,1267817,1267817
120720,39619,1267817,1267817
5942,39619,1267817,1267817
8323,39619,1267817,1267817
85352,39619,1267817,1267817
59988,39619,1267817,1267817
27106,39619,1267817,1267817
61264,39619,1267817,1267817
68964,39619,1267817,1267817
3644,39619,1267817,1267817
39962,39619,1267817,1267817
24838,39619,1267817,1267817
127043,39619,1267817,1267817
41490,39619,1267817,1267817
126276,39619,1267817,1267817
55884,39619,1267817,1267817
131349,39619,1267817,1267817
120831,39619,1267817,1267817
34680,39619,1267817,1267817
48696,39619,1267817,1267817
108913,39619,1267816,1267816
132832,39619,1267816,1267816
49262,39619,1267816,1267816
104633,39619,1267816,1267816
87013,39619,1267816,1267816
53802,39619,1267816,1267816
87118,39619,1267816,1267816
1776,39619,1267816,1267816
89059,39619,1267816,1267816
61503,39619,1267816,1267816
56298,39619,1267816,1267816
137005,39619,1267816,1267816
75085,39619,1267816,1267816
139563,39619,1267816,1267816
42737,39619,1267816,1267816
108513,39619,1267816,1267816
9366,39619,1267816,1267816
110552,39619,1267816,1267816
3905,39619,1267816,1267816
117345,39619,1267816,1267816
107223,39619,1267816,1267816
9876,39619,1267816,1267816
86522,39619,1267816,1267816
72095,39619,1267816,1267816
130382,39619,1267816,1267816
99868,39619,1267816,1267816
27599,39619,1267816,1267816
73518,39619,1267816,1267816
43620,39619,1267816,1267816
34443,39619,1267815,1267815
86346,39619,1267815,1267815
3683,39619,1267815,1267815
4034,39619,1267815,1267815
31708,39619,1267815,1267815
59397,39619,1267815,1267815
74368,39619,1267815,1267815
135930,39619,1267815,1267815
145763,39619,1267815,1267815
18043,39619,1267815,1267815
68224,39619,1267815,1267815
64632,39619,1267815,1267815
56072,39619,1267815,1267815
24612,39619,1267815,1267815
132754,39619,1267815,1267815
